"","ABCE Facility ID","State","Year","Area","Region","Cadre","Facility","Cadre_Centre","HSA","CAF","IAF","WISN","WISN_round"
"167",41,"GJ","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.408850866075201,1.27053140096618,0.319391634980989,0.838849498641751,1
"168",41,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.629119138149556,1.27053140096618,0,0.799315619967794,1
"169",41,"GJ","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.311575834389523,1.27053140096618,0.319391634980989,0.715258516355116,1
"170",41,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.627376425855513,1.27053140096618,0,0.797101449275362,1
"171",41,"GJ","2012","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.370933671313899,1.27053140096618,0.319391634980989,0.790674512060967,1
"172",41,"GJ","2013","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.26145965356992,1.27053140096618,0.319391634980989,0.651584334927312,1
"173",44,"OD","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.63501267427123,1.2729912875121,0.0319391634980989,0.840304765305134,1
"174",44,"OD","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.983737325728771,1.2729912875121,0.0319391634980989,1.28422820835128,2
"175",44,"OD","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.08781685678074,1.2729912875121,0.0319391634980989,1.41672054458877,2
"176",44,"OD","2012","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.776299112801014,1.2729912875121,0.0319391634980989,1.02016117059716,1
"177",44,"OD","2013","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.575625792141952,1.2729912875121,0.0319391634980989,0.764705781762055,1
"178",46,"GJ","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.147734474017744,1.25837320574163,0.239543726235741,0.425448829904003,1
"179",46,"GJ","2012","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.202709125475285,1.25837320574163,0.239543726235741,0.494627458293158,1
"180",46,"GJ","2013","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.296855196451204,1.25837320574163,0.239543726235741,0.613098351435103,1
"181",46,"GJ","2014","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.389298162230672,1.25837320574163,0.239543726235741,0.729426102631276,1
"182",55,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.405999155048585,1.27053140096618,0,0.515834675254965,1
"183",55,"AP & TG","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.305555555555556,1.27053140096618,0,0.388217928073001,1
"184",55,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.312737642585551,1.27053140096618,0,0.397342995169082,1
"185",55,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.271599070553443,1.27053140096618,0,0.34507514761138,1
"186",55,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.252323616392057,1.27053140096618,0,0.320585077831455,1
"187",57,"AP & TG","2007","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.305713983945923,1.27876823338736,0,0.390937331172339,1
"188",57,"AP & TG","2008","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.363689973243205,1.27876823338736,0,0.465075184584909,1
"189",57,"AP & TG","2009","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.43300239402901,1.27876823338736,0,0.553709706464974,1
"190",57,"AP & TG","2010","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.408604421912407,1.27876823338736,0,0.522510354763191,1
"191",57,"AP & TG","2011","Semi/Peri-Urban","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.43096922968596,1.27876823338736,0,0.551109760489826,1
"192",60,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.11577946768061,1.28042843232717,0,1.42867575462512,2
"193",61,"OD","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.482883640440675,1.26115824419034,0.0245685873062299,0.633561271432629,1
"194",61,"OD","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.423893438627279,1.26115824419034,0.0245685873062299,0.559165292089213,1
"195",61,"OD","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.393523934873745,1.26115824419034,0.0245685873062299,0.520864542058474,1
"196",61,"OD","2012","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.452386175294921,1.26115824419034,0.0245685873062299,0.595099141837153,1
"197",61,"OD","2013","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.481476065126255,1.26115824419034,0.0245685873062299,0.63178609622053,1
"198",68,"TN","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.402249683143219,1.27053140096618,0,0.511070853462158,1
"199",68,"TN","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.820975918884664,1.27053140096618,0,1.04307568438003,1
"200",68,"TN","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.482467258132657,1.27053140096618,0,0.612989801395599,1
"201",68,"TN","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.51145965356992,1.27053140096618,0,0.649825550187869,1
"202",68,"TN","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.529467680608365,1.27053140096618,0,0.672705314009662,1
"203",70,"TN","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",2.41302281368821,1.25837320574163,0,3.03648325358852,3
"204",70,"TN","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",3.11759347275032,1.25837320574163,0,3.92309609250399,4
"205",70,"TN","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",3.10333491761724,1.25837320574163,0,3.90515350877193,4
"206",70,"TN","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",2.86660329531052,1.25837320574163,0,3.60725677830941,4
"207",70,"TN","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",3.08044201520913,1.25837320574163,0,3.8763456937799,4
"208",77,"GJ","2012","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.744642239889388,1.26830337571241,0.304873833390944,1.2493060999407,2
"209",77,"GJ","2013","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.810274801244383,1.26830337571241,0.304873833390944,1.33254809906389,2
"210",77,"GJ","2014","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.854785977647194,1.26830337571241,0.304873833390944,1.38900177435251,2
"211",78,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.196556822982678,1.27053140096618,0,0.249731615673645,1
"212",78,"AP & TG","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.245088719898606,1.27053140096618,0,0.311392914653784,1
"213",78,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.257393324883819,1.27053140096618,0,0.327026301663983,1
"214",78,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.24566962399662,1.27053140096618,0,0.312130971551261,1
"215",78,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.264997887621462,1.27053140096618,0,0.336688137412775,1
"216",83,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.168145331643431,1.27053140096618,0,0.213633923778851,1
"217",83,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.262991128010139,1.27053140096618,0,0.334138486312399,1
"218",93,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.104668356569497,1.27053140096618,0,0.132984433709071,1
"219",98,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.0439902830587241,1.27053140096618,0,0.0558910359634997,1
"220",98,"AP & TG","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.0452577101816646,1.27053140096618,0,0.0575013419216318,1
"221",98,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.0458914237431348,1.27053140096618,0,0.0583064949006978,1
"222",98,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.0478981833544571,1.27053140096618,0,0.0608561460010735,1
"223",98,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.0482150401351922,1.27053140096618,0,0.0612587224906066,1
"224",100,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.173188635403464,1.26442307692308,0,0.218983707264957,1
"225",100,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.15188661808196,1.26442307692308,0,0.192048944978632,1
"226",100,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.144169835234474,1.26442307692308,0,0.182291666666667,1
"227",108,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.66555766793409,1.27053140096618,0,2.11614331723027,2
"228",108,"AP & TG","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.64702154626109,1.27053140096618,0,2.09259259259259,2
"229",108,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.2716518800169,1.27053140096618,0,1.61567364465915,2
"230",108,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.28934305027461,1.27053140096618,0,1.63815083199141,2
"231",108,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",1.60097169412759,1.27053140096618,0,2.03408480944713,2
"232",113,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.698462876175318,1.26939050398473,0,0.886622142402814,1
"233",115,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.452999577524292,1.27053140096618,0,0.575550187869029,1
"234",115,"AP & TG","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.425644275454161,1.27053140096618,0,0.540794417606012,1
"235",115,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.381865230249261,1.27053140096618,0,0.485171765968867,1
"236",115,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.362325728770596,1.27053140096618,0,0.460346215780998,1
"237",115,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.404626108998733,1.27053140096618,0,0.514090177133655,1
"238",127,"AP & TG","2007","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.366814533164343,1.27053140096618,0,0.46604938271605,1
"239",127,"AP & TG","2008","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.369085340092945,1.27053140096618,0,0.468934514224369,1
"240",127,"AP & TG","2009","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.286016054076891,1.27053140096618,0,0.363392377885132,1
"241",127,"AP & TG","2010","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.293620616814533,1.27053140096618,0,0.373054213633924,1
"242",127,"AP & TG","2011","Rural","rural","Medical officer","Primary Health Centre (PHC)","Doctor_PHC",0.458386142796789,1.27053140096618,0,0.58239398819109,1
"243",3,"OD","2009","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",6.92823854034643,1.02334630350195,74.7376425855513,81.8276298855946,82
"244",3,"OD","2010","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",7.72061813476975,1.02334630350195,74.7376425855513,82.6385086145181,83
"245",3,"OD","2011","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",8.2226711026616,1.02334630350195,74.7376425855513,83.1522826633723,83
"246",3,"OD","2012","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",6.72187235952683,1.02334630350195,74.7376425855513,81.616445817285,82
"247",3,"OD","2013","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",7.19684727503169,1.02334630350195,74.7376425855513,82.1025096413231,82
"248",8,"OD","2009","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.74409062103929,1.02334630350195,89.6851711026616,93.5166723996785,94
"249",8,"OD","2010","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.87535646387833,1.02334630350195,89.6851711026616,92.6276565112219,93
"250",8,"OD","2011","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.59139733840304,1.02334630350195,89.6851711026616,92.3370679898212,92
"251",8,"OD","2012","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.2517664765526,1.02334630350195,89.6851711026616,91.9895080027913,92
"252",8,"OD","2013","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.9402170468948,1.02334630350195,89.6851711026616,93.7173776525968,94
"253",15,"GJ","2010","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.72240045416139,1.02334630350195,37.7148288973384,41.5241336422584,42
"254",15,"GJ","2011","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.05847987959442,1.02334630350195,37.7148288973384,40.8447129764564,41
"255",15,"GJ","2012","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.10006733206591,1.02334630350195,37.7148288973384,40.8872713422152,41
"256",15,"GJ","2013","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.88597776721589,1.02334630350195,37.7148288973384,41.6915298809095,42
"257",15,"GJ","2014","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",4.34196107942543,1.02334630350195,37.7148288973384,42.1581587179177,42
"258",23,"MP","2008","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.61487114490917,1.1034965034965,51.6704689480355,54.5559701135367,55
"259",23,"MP","2009","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.77443141811013,1.1034965034965,51.6704689480355,54.7320443171109,55
"260",23,"MP","2010","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.77795556963808,1.1034965034965,51.6704689480355,54.7359332059997,55
"261",23,"MP","2011","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.91633396704689,1.1034965034965,51.6704689480355,54.8886332836998,55
"262",23,"MP","2012","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.07334354316294,1.1034965034965,51.6704689480355,55.0618928019593,55
"263",29,"OD","2009","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.62538388417666,1.02334630350195,68.9885931558935,71.6752700490393,72
"264",29,"OD","2010","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.84790874524715,1.02334630350195,68.9885931558935,71.9029900430531,72
"265",29,"OD","2011","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.08113970946671,1.02334630350195,68.9885931558935,72.1416660881493,72
"266",29,"OD","2012","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.84901774397972,1.02334630350195,68.9885931558935,71.9041249328066,72
"267",29,"OD","2013","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.45719996100224,1.02334630350195,68.9885931558935,71.5031596529503,72
"268",38,"AP & TG","2007","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.56487642585551,1.02334630350195,12.4562737642586,16.104376877099,16
"269",38,"OD","2009","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",7.95498653358682,1.02334630350195,74.7376425855513,82.8783486491052,83
"270",38,"AP & TG","2009","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",4.82238857203211,1.02334630350195,12.4562737642586,17.3912472834976,17
"271",38,"GJ","2010","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",4.1279309252218,1.02334630350195,32.3269961977186,36.5512990511557,37
"272",38,"OD","2010","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",6.59161121673004,1.02334630350195,74.7376425855513,81.483143558314,81
"273",38,"AP & TG","2010","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",5.62045178495986,1.02334630350195,12.4562737642586,18.2079423224081,18
"274",38,"GJ","2011","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.80632129277567,1.02334630350195,32.3269961977186,36.2221810226213,36
"275",38,"OD","2011","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",7.55006337135615,1.02334630350195,74.7376425855513,82.4639720278341,82
"276",38,"AP & TG","2011","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",4.88546287494719,1.02334630350195,12.4562737642586,17.4557941382318,17
"277",38,"GJ","2012","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.21007604562738,1.02334630350195,32.3269961977186,35.6120156529716,36
"278",38,"OD","2012","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",8.06500844951415,1.02334630350195,74.7376425855513,82.9909391700736,83
"279",38,"GJ","2013","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.08749207858048,1.02334630350195,32.3269961977186,35.4865698034255,35
"280",38,"OD","2013","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",8.86334891212505,1.02334630350195,74.7376425855513,83.8079179314225,84
"281",38,"GJ","2014","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.86486058301648,1.02334630350195,32.3269961977186,36.2820869888989,36
"282",43,"AP & TG","2007","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",15.641595373891,1.02334630350195,12.4562737642586,28.463042571003,28
"283",43,"AP & TG","2008","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",18.1275084495142,1.02334630350195,12.4562737642586,31.0069925277691,31
"284",43,"AP & TG","2009","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",16.6547581326574,1.02334630350195,12.4562737642586,29.4998589350324,29
"285",43,"AP & TG","2010","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",11.0864292881284,1.02334630350195,12.4562737642586,23.8015301953005,24
"286",43,"AP & TG","2011","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",7.0305898817068,1.02334630350195,12.4562737642586,19.6510019311414,20
"287",49,"OD","2009","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",1.99691856780735,1.02334630350195,89.6851711026616,91.7287103374217,92
"288",49,"OD","2010","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.212286121673,1.02334630350195,89.6851711026616,91.9491059275643,92
"289",49,"OD","2011","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",1.76502693282636,1.02334630350195,89.6851711026616,91.4914048899508,91
"290",49,"OD","2012","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",1.65462610899873,1.02334630350195,89.6851711026616,91.3784266149833,91
"291",49,"OD","2013","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",1.65706590621039,1.02334630350195,89.6851711026616,91.3809233724411,91
"292",54,"OD","2009","Semi/Peri-Urban","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",8.76794201520913,1.02334630350195,64.0608365019011,73.0334775524848,73
"293",60,"OD","2010","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.73909890806279,1.02334630350195,68.9885931558935,71.7916398983858,72
"294",60,"OD","2011","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.46765014136687,1.02334630350195,68.9885931558935,71.5138538063974,72
"295",60,"OD","2012","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.08709296090475,1.02334630350195,68.9885931558935,71.1244120225003,71
"296",60,"OD","2013","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.14190309057229,1.02334630350195,68.9885931558935,71.1805017660901,71
"297",65,"OD","2009","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",4.91273642390563,1.02334630350195,68.9885931558935,74.0160238153767,74
"298",65,"OD","2010","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",5.40803231939164,1.02334630350195,68.9885931558935,74.522883039162,75
"299",65,"OD","2011","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",5.63030125767768,1.02334630350195,68.9885931558935,74.7503411355404,75
"300",65,"OD","2012","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",5.2891135322219,1.02334630350195,68.9885931558935,74.4011879378949,74
"301",65,"OD","2013","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",4.16932338890514,1.02334630350195,68.9885931558935,73.2552548340338,73
"302",72,"OD","2009","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",1.23075095057034,1.02334630350195,64.0608365019011,65.3203209376988,65
"303",72,"OD","2010","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",1.47310678073511,1.02334630350195,64.0608365019011,65.5683348806301,66
"304",72,"OD","2011","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",1.43746039290241,1.02334630350195,64.0608365019011,65.5318562814083,66
"305",72,"OD","2012","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",1.45524397972117,1.02334630350195,64.0608365019011,65.5500550492422,66
"306",72,"OD","2013","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",1.56602503168568,1.02334630350195,64.0608365019011,65.6634224292682,66
"307",77,"OD","2009","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",1.36557351077313,1.02334630350195,64.0608365019011,65.458291106311,65
"308",77,"OD","2010","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",1.60674112801014,1.02334630350195,64.0608365019011,65.7050890959349,66
"309",77,"OD","2011","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",1.75483206590621,1.02334630350195,64.0608365019011,65.8566374098129,66
"310",77,"OD","2012","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.23764258555133,1.02334630350195,64.0608365019011,66.3507197703836,66
"311",77,"OD","2013","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.48930608365019,1.02334630350195,64.0608365019011,66.6082586808895,67
"312",92,"AP & TG","2007","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",12.3905787917195,1.02334630350195,14.2357414448669,26.9155944496226,27
"313",92,"AP & TG","2008","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",13.4617342627799,1.02334630350195,14.2357414448669,28.0117574414082,28
"314",92,"AP & TG","2009","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",14.5591254752852,1.02334630350195,14.2357414448669,29.134768682221,29
"315",92,"AP & TG","2010","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",12.0223912125053,1.02334630350195,14.2357414448669,26.5388110514385,27
"316",103,"OD","2009","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.62062561611041,1.02334630350195,99.6501901140685,102.331997651178,102
"317",103,"OD","2010","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.52765455569638,1.02334630350195,99.6501901140685,102.23685606017,102
"318",103,"OD","2011","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",2.86583755809041,1.02334630350195,99.6501901140685,102.582934385577,103
"319",103,"OD","2012","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.27290170398535,1.02334630350195,99.6501901140685,102.999501974567,103
"320",103,"OD","2013","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",3.39895789325447,1.02334630350195,99.6501901140685,103.128501109889,103
"321",107,"AP & TG","2010","Rural","rural","Nurses","Community Health Centre (CHC)","Nurse_CHC",4.05148922686945,1.02334630350195,14.2357414448669,18.3818179688617,18
"322",7,"AP & TG","2007","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",2.03737325728771,1.02334630350195,5.5361216730038,7.62106006470289,8
"323",7,"AP & TG","2008","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",1.50971166032953,1.02334630350195,5.5361216730038,7.08107951995581,7
"324",7,"AP & TG","2009","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",1.31155735107731,1.02334630350195,5.5361216730038,6.87829904005957,7
"325",7,"AP & TG","2010","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",1.68035487959442,1.02334630350195,5.5361216730038,7.25570662760821,7
"326",7,"AP & TG","2011","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",1.43566223067174,1.02334630350195,5.5361216730038,7.00530130983908,7
"327",9,"AP & TG","2007","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",7.82309885931559,1.02334630350195,7.38149556400507,15.387234863616,15
"328",9,"AP & TG","2008","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",7.26800802703845,1.02334630350195,7.38149556400507,14.8191847122973,15
"329",9,"AP & TG","2009","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",6.5572982678496,1.02334630350195,7.38149556400507,14.0918825073687,14
"330",9,"AP & TG","2010","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",7.33197084917617,1.02334630350195,7.38149556400507,14.8846408298935,15
"331",9,"AP & TG","2011","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",7.87411280101394,1.02334630350195,7.38149556400507,15.43943979228,15
"332",12,"AP & TG","2007","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",2.57089010350655,1.02334630350195,6.45880861850444,9.0897195026376,9
"333",12,"AP & TG","2008","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",3.20113408322772,1.02334630350195,6.45880861850444,9.73467734958961,10
"334",12,"AP & TG","2009","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",3.63862484157161,1.02334630350195,6.45880861850444,10.1823818999571,10
"335",12,"AP & TG","2010","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",3.35753987114491,1.02334630350195,6.45880861850444,9.89473463450098,10
"336",12,"AP & TG","2011","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",2.04713772708069,1.02334630350195,6.45880861850444,8.55373944427184,9
"337",14,"AP & TG","2007","Rural","rural","Nurses","Primary Health Centre (PHC)","Nurse_PHC",6.32642585551331,1.02334630350195,7.38149556400507,13.8556200776237,14
